type,message
0,S. . antha num corrct [NATIONALITY]
0,No calls . . messages . . missed calls
0,"Sorry , I 'll call later"
0,The basket 's gettin full so I might be by [TIME]
0,[STATE_OR_PROVINCE] DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE [TIME] AND THANKS SO MUCH FOR THE LIFT SEE U [DATE] XXX
0,No other Valentines huh ? The proof is on your fb page . Ugh I 'm so glad I really DID N'T watch your rupaul show you TOOL !
1,Free tones Hope you enjoyed your new content . text stop to [NUMBER] to unsubscribe . help : 08712400602450p Provided by [URL]
0,Eh den sat u book e kb liao huh ...
0,Have you been practising your curtsey ?
0,Shall i come to get pickle
0,Lol boo I was hoping for a laugh
0,"YEH [NUMBER] AM DEF UP4 SOMETHING [DATE] , JUST GOT PAYED2DAY & I HAVBEEN GIVEN A [MONEY] [MONEY] PAY RISE [NUMBER] WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV"
0,"Well , I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep , my love"
0,[ORGANIZATION] where 's your fish memory when I need it ?
0,But i 'll b going [NUMBER] sch on mon . My sis need [NUMBER] take smth .
0,Idea will soon get converted to live : )
1,TheMob > Yo yo [MISC] comes a new selection of hot downloads for our members to get for FREE ! Just click & open the next link sent to ur fone ...
0,S. ... s. . . [COUNTRY] going to draw the series after many [DURATION] in [NATIONALITY] [NATIONALITY] soil . .
0,"Goodmorning , [DATE] i am late for &lt; DECIMAL &gt; [DURATION] ."
0,Ca n't take any major roles in community outreach . You rock mel
0,Shopping lor . Them raining mah hard [NUMBER] leave orchard .
0,Hi here . have birth at on the to at [NUMBER] lb [NUMBER] . Mother and baby doing brilliantly .
0,See the forwarding message for proof
0,"I ca n't keep going through this . It was never my intention to run you out , but if you choose to do that rather than keep the room clean so * I * do n't have to say no to visitors , then maybe that 's the best choice . Yes , I wanted you to be embarassed , so maybe you 'd feel for [DATE] how I feel when i have a friend who wants to drop buy and i have to say no , as happened [TIME] [TIME] . I 've tried everything . I do n't know what else to do ."
0,Du n no lei ... I thk mum lazy to go out ... I neva ask her yet ...
0,"Do whatever you want . You know what the rules are . We had a talk [DATE] [DATE] [DATE] about what had to start happening , you showing responsibility . Yet , [SET] [SET] it 's can i bend the rule this way ? What about that way ? Do whatever . I 'm tired of having thia same argument with you [SET] [SET] . And a &lt; # &gt; movie DOESNT inlude the previews . You 're still getting in after [NUMBER] ."
0,"Beautiful Truth against Gravity . . Read carefully : "" Our heart feels light when someone is in it . . But it feels very heavy when someone leaves it . . "" [PERSON]"
1,Great News ! Call FREEFONE [NUMBER] to claim your guaranteed [MONEY] [MONEY] CASH or [MONEY] [DATE] gift . Speak to a live [TITLE] [DATE] !
0,Ambrith . . madurai . . met u in arun dha marrge . . remembr ?
0,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u [NUMBER] ever !! Not really [NUMBER] ever just a long time
0,"[TITLE] , is your kitty shaved or natural ?"
0,"Better than bb . If he wont use it , his wife will or them [TITLE]"
0,Ya it came a while ago
0,From [DATE] onwards eve [NUMBER] to [NUMBER] work .
0,Anything lor but toa payoh got place [NUMBER] walk meh ...
0,"I do n't have anybody 's number , I still have n't thought up a tactful way to ask alex"
1,"U can WIN [MONEY] [MONEY] of Music Gift Vouchers [SET] [SET] starting [DATE] Txt the word DRAW to [NUMBER] TsCs www.ldew.com SkillGame [NUMBER] Winaweek , [NUMBER] [NUMBER] ppermessSubscription"
0,Is there any movie theatre i can go to and watch unlimited movies and just pay [DATE] ?
0,U having lunch alone ? I [DATE] so bored ...
0,"Yes obviously , but you are the eggs-pert and the potato head … Speak soon !"
0,"Nah man , my car is meant to be crammed full of people"
0,No got new job at bar in airport on satsgettin [NUMBER] per [DURATION] but means no lie in ! keep in touch
0,[PERSON] is ready for bat in [ORDINAL] innings
0,Thanx but my birthday is over already .
0,"Ugh y ca n't u just apologize , admit u were wrong and ask me to take u back ?"
0,"I noe la ... U wana pei bf oso rite ... K lor , other [DURATION] den ..."
0,"Yes , i 'm small kid . . And boost is the secret of my energy . ."
0,IM GON NA MISS U SO MUCH
0,Is avatar supposed to have subtoitles
0,Simply sitting and watching match in office . .
0,You can jot down things you want to remember later .
0,Oh sorry please its over
0,Hey are we going for the lo lesson or gym ?
0,"Dont pack what you can buy at any store.like cereals . If you must pack food , pack gari or something 9ja that you will miss ."
0,You always make things bigger than they are
0,Ü dun wan to watch infernal affair ?
0,"Me not waking up until [TIME] [TIME] [TIME] [TIME] , sup"
1,[NUMBER] mths half price [ORGANIZATION] line rental & latest camera phones [NUMBER] FREE . Had your phone [NUMBER] mths ? Call MobilesDirect free on [NUMBER] to update [DATE] ! or2stoptxt
0,I can send you a pic if you like : )
0,Okay ... I booked all already ... Including the [NUMBER] at bugis .
0,"Aight fuck it , I 'll get it later"
0,No de . But call me after some time . [STATE_OR_PROVINCE] tell you k
0,So dont use hook up any how
0,How much is blackberry bold2 in [COUNTRY] .
0,Hi where you . You in home or calicut ?
0,Hey darlin . . i can pick u up at college if u tell me wen & where [NUMBER] mt. . love [PERSON] [PERSON]
1,"Call [NUMBER] to use ur [DURATION] ! Calls cast 10p/min ( mob vary ) . Service provided by [ORGANIZATION] , just GBP5/month . [ORGANIZATION] Box61 , M60 1ER until u stop . Ages [NUMBER] + only !"
0,"Oh ... I was thkin of goin yogasana at [NUMBER] den no nd to go at [NUMBER] den can rush to parco [NUMBER] nb ... Okie lor , u call me when ready ..."
0,Y so late but i need to go n get da laptop ...
0,"Sir , I am waiting for your mail ."
0,. Please charge my [TITLE] when you get up in [TIME] .
0,"Nothing , i got msg frm tht unknown no . ."
0,Ugh fuck it I 'm resubbing to eve
0,He did n't see his shadow . We get an [DATE] [DATE] [DATE]
0,I did . [NUMBER] slice and [NUMBER] breadstick . Lol
0,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you , [PERSON] [PERSON] [PERSON] [PERSON] ..."
0,Is there any training [DATE] ?
1,"URGENT ! Your [TITLE] No *********** WON a [MONEY] [MONEY] [MISC] [TITLE] [MISC] on [DATE] ! This is the [ORDINAL] attempt to reach YOU ! Call [NUMBER] ASAP ! BOX97N7QP , 150ppm"
0,Pass dis to all ur contacts n see wat u get ! Red ; i 'm in luv wid u. Blue ; u put a smile on my face . Purple ; u r realy hot . Pink ; u r so swt . Orange ; i thnk i lyk u. Green ; i realy wana go out wid u. Yelow ; i wnt u bck . Black ; i 'm jealous of u. [PERSON] ; i miss you Nw plz giv me [NUMBER] color
0,Cos daddy arranging time c wat time fetch ü mah ...
0,Then . You are eldest know .
0,Who 's there say hi to our drugdealer
0,Its hard to believe things like this . All can say lie but think twice before saying anything to me .
1,"Eerie Nokia tones 4u , rply TONE TITLE to [NUMBER] eg TONE DRACULA to [NUMBER] Titles : GHOST , ADDAMSFA , MUNSTERS , EXORCIST , [TIME] www.getzed.co.uk POBox36504W45WQ 150p"
1,Sexy Singles are waiting for you ! Text your AGE followed by your GENDER as wither M or F E.G. 23F . For gay men text your AGE followed by a G. e.g. 23G .
0,Good night my dear . . Sleepwell &amp; Take care
0,That is wondarfull song
1,"FreeMsg : Claim ur [NUMBER] SMS messages-Text OK to [NUMBER] now!Use web2mobile [NUMBER] ur mates etc . Join [URL] for [NUMBER] p/wk . T&C BOX139 , LA32WU . [NUMBER] . Remove txtX or stop"
0,[PERSON] lor actually we quite fast ... Cos da ge slow wat ... Haha ...
0,Must come later . . I normally bathe him in da [TIME] mah . .
0,"Trust me . Even if is n't there , its there ."
0,Hey hun-onbus goin [NUMBER] meet him . He wants 2go out 4a meal but I donyt feel like it cuz have [NUMBER] get last bus home!But hes sweet latelyxxx
1,[NUMBER] FREE > Ringtone!Reply REAL
0,I can take you at like [TIME]
0,Where is it . Is there any opening for mca .
0,I 'm aight . Wat 's happening on your side .
0,I 'm done oredi ...
0,"you are sweet as well , [TITLE] . Please tell me your likes and dislikes in bed ..."
0,How are you . Wish you a great semester
0,[PERSON] i love you more than words . Have a rich [DURATION]
0,Dude how do you like the buff wind .
0,"alright babe , justthought i d sayhey ! how u doin?nearly the endof me [DURATION] offdam nevamind!We will have 2Hook up sn if uwant m8 ? loveJen x."
1,Well done [COUNTRY] ! Get the official poly ringtone or colour flag on yer [TITLE] ! text TONE or FLAG to [NUMBER] [DATE] ! Opt-out txt ENG STOP . Box39822 W111WX [MONEY] [MONEY]
0,"No i 'm not . I ca n't give you everything you want and need . You actually could do better for yourself on yor own -- you 've got more money than i do . I ca n't get work , i ca n't get a man , i ca n't pay the rent , i ca n't even fill my fucking gas tank . yes , i 'm stressed and depressed . I did n't even call home for [DATE] cuz i 'll have to tell them i , m up to nothing ."
0,S : - ) kallis wont play in [ORDINAL] [NUMBER] odi : - )
0,Then get some cash together and I 'll text jason
0,"Oh , my love , it 's soooo good to hear from you . Omg I missed you so much [DATE] . I 'm sorry your having problems with the provider but thank you for tming me"
1,"Final Chance ! Claim ur [MONEY] [MONEY] worth of discount vouchers [DATE] ! Text YES to [NUMBER] [DATE] ! SavaMob , member offers [TITLE] ! T Cs SavaMob POBOX84 , M263UZ . [MONEY] [MONEY] Subs [NUMBER]"
1,PRIVATE ! Your [DATE] Account Statement for [NUMBER] shows [NUMBER] unredeemed Bonus Points . To claim call [NUMBER] Identifier Code : [NUMBER] Expires
0,"Probably , want to pick up more ?"
0,I 'm done ...
0,Are you the cutest girl in the world or what
0,"No dice , art class [NUMBER] thru [NUMBER] :( thanks though . Any idea what time I should come [DATE] ?"
1,"SMS SERVICES . for your inclusive text credits , pls goto [URL] login = ***** unsubscribe with STOP . no extra charge . help : [NUMBER] . PO BOX420 . IP4 5WE"
0,Oh [PERSON] gud gud . . [PERSON] en samachara chikku : - )
0,I thk [NUMBER] lor . But du n no can get tickets a not . Wat u doing [DATE] ?
0,[PERSON] lousy autocorrect
0,Its a site to simulate the test . It just gives you very tough questions to test your readiness .
0,Anyway seriously hit me up when you 're back because otherwise I have to light up with armand and he always has shit and/or is vomiting
0,I fetch yun or u fetch ?
0,Thank you . I like you as well ...
0,"Hmmm ... And imagine after you 've come home from that having to rub my feet , make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?"
1,"FREE2DAY sexy St George 's [DURATION] pic of Jordan!Txt PIC to [NUMBER] dont miss out , then [SET] [SET] a saucy celeb ! [NUMBER] more pics c [URL] [NUMBER] [MONEY] [MONEY]"
0,[PERSON] said she can loan me &lt; # &gt; .
0,Do we have any spare power supplies
0,[PERSON] he quite clever but aft many guesses lor . He got ask me [NUMBER] bring but i thk darren not so willing [NUMBER] go . [PERSON] they thk leona still not attach wat .
1,You are a winner you have been specially selected to receive [MONEY] [MONEY] cash or a [MONEY] [DATE] award . Speak to a live [TITLE] to claim call [TIME] [TIME] Cost [NUMBER]
0,"Yeah , do n't go to bed , I 'll be back before [TIME]"
1,"Sunshine Hols . To claim ur med holiday send a stamped self address envelope to Drinks on Us [COUNTRY] , PO Box [NUMBER] , [CITY] , Wicklow , [ORGANIZATION] . Quiz Starts [DATE] ! [PERSON] [PERSON]"
0,Well I was n't available as I washob nobbing with [TIME] [TIME] so they had to ask [PERSON] [PERSON] instead of me ! ;
0,"It 's that time of [DATE] [DATE] again , ryan"
0,Wish u many many returns of [DATE] [DATE] . . Happy birthday vikky . .
1,"U can WIN [MONEY] [MONEY] of Music Gift Vouchers [SET] [SET] starting [DATE] Txt the word DRAW to [NUMBER] [MISC] [URL] [MISC] , 1Winaweek , age16 . 150ppermessSubscription"
0,I hope you know I 'm still mad at you .
0,"Argh my 3g is spotty , anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at"
0,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE ! intha ponnungale ipaditan ; )
0,Do you know when the result .
1,[NUMBER] Congratulations - in [DATE] [DATE] 's competition draw u have won the [MONEY] [DATE] prize to claim just call [NUMBER] b4280703 . T&C s/stop SMS [NUMBER] . Over [NUMBER] only 150ppm
0,"Beautiful Truth against Gravity . . Read carefully : "" Our heart feels light when someone is in it . . But it feels very heavy when someone leaves it . . "" GOOD NIGHT"
0,"Sorry im getting up [DATE] , feel really bad - totally rejected that kinda me thing ."
0,You do got a shitload of diamonds though
0,Tessy . . pls do me a favor . Pls convey my birthday wishes to [LOCATION] . . pls dnt forget it . [DATE] is her birthday [PERSON]
0,Well I 'm going to be an aunty !
0,Mine here like all fr [COUNTRY] then so noisy .
0,Later i guess . I needa do mcat study too .
0,S. . . from the training manual it show there is no tech process : ) its all about password reset and troubleshooting : )
1,Your B4U voucher w/c [NUMBER] is MARSMS . Log onto [URL] for discount credit . To opt out reply stop . Customer care call [NUMBER]
0,"Spoke with uncle john [DATE] . He strongly feels that you need to sacrifice to keep me here . He 's going to call you . When he does , i beg you to just listen . Dont make any promises or make it clear things are not easy . And i need you to please let us work things out . As long as i keep expecting help , my creativity will be stifled so pls just keep him happy , no promises on your part ."
0,If he started searching he will get job in few days.he have great potential and talent .
0,"[PERSON] took a while ( again ) , we leave in [DURATION] [DURATION]"
0,Well done and ! luv ya all
0,Then why you came to hostel .
0,K still are you loving me .
0,But i juz remembered i got ta bathe my dog [DATE] . .
0,After the drug she will be able to eat .
0,Alright took the morphine . Back in yo .
0,You see the requirements please
0,You stayin out of trouble stranger !! saw [PERSON] [DATE] [DATE] [DATE] he s sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA !
1,FreeMsg : Hey - I 'm [PERSON] . [NUMBER] and love to satisfy men . Home alone feeling randy . Reply [NUMBER] C my PIX ! QlynnBV Help08700621170150p a msg Send stop to stop txts
1,"Sunshine Hols . To claim ur med holiday send a stamped self address envelope to Drinks on Us [COUNTRY] , PO Box [NUMBER] , [CITY] , Wicklow , [ORGANIZATION] . Quiz Starts [DATE] ! [PERSON] [PERSON]"
0,So can collect ur laptop ?
0,"Ok . Can be later showing around [TIME] if you want + cld have drink before . Wld prefer not to spend money on nosh if you do n't mind , as doing that nxt [DURATION] ."
0,I will [DATE] i get home
0,Waaaat ?? Lololo ok next time then !
0,"The table 's occupied , I 'm waiting by the tree"
0,I surely dont forgot to come : ) i will always be in touch in with you : - )
0,Hi kindly give us back our documents which we submitted for loan from [ORGANIZATION]
0,I dont have i shall buy [NUMBER] dear
0,Oh god i am happy to see your message after [DURATION] [DURATION]
0,What [DURATION] . And how many miles .
0,Hey cutie . How goes it ? Here in WALES its kinda ok . There is like hills and shit but i still avent killed myself .
0,"Sad story of a Man - [DATE] [DATE] was my b ' [DURATION] . My Wife did ' nt wish me . My Parents forgot n so did my Kids . I went to work . Even my Colleagues did not wish . As I entered my cabin my [ORGANIZATION] said , '' Happy B'day [TITLE] !! '' . I felt special . She askd me [NUMBER] lunch . After lunch she invited me to her apartment . We went there . She said , '' do u mind if I go into the bedroom for [DURATION] [DURATION] ? '' '' OK '' , I sed in a sexy mood . She came out [NUMBER] minuts latr wid a cake ... n My Wife , My Parents , [PERSON] [PERSON] , My Friends n My Colleagues . All screaming . . SURPRISE !! and I was waiting on the sofa . . ... ..... ' NAKED ... !"
0,I think you should go the honesty road . Call the bank [DATE] . Its the tough decisions that make us great people .
1,FREE for [DATE] [DATE] ! No1 [ORGANIZATION] tone [NUMBER] ur mob [SET] [SET] just txt [ORGANIZATION] to [NUMBER] Get txting and tell ur mates . zed POBox [NUMBER] W45WQ norm150p/tone [NUMBER] +
0,No . Its not specialisation . Can work but its slave labor . Will look for it [DATE] [DATE] sha cos no shakara [NUMBER] beggar .
0,Is she replying . Has boye changed his phone number
0,"[NUMBER] ) Go to write msg [NUMBER] ) Put on Dictionary mode [NUMBER] ) Cover the screen with hand , [NUMBER] ) Press &lt; # &gt; . [NUMBER] ) Gently remove Ur hand . . Its interesting . . : )"
0,hi my darlin im on my way to [CITY] and we have just been smashed into by another [TITLE] ! and have a big dent ! im really missing u what have u been up to ? xxx
0,"Nothing really , just making sure everybody 's up to speed"
0,I 'm not coming home [NUMBER] dinner .
0,"Thank you . And by the way , I just lost ."
0,Yes.he have good crickiting mind
0,Thx . All will be well in [DURATION] [DURATION] [DURATION]
1,"Shop till u Drop , IS IT YOU , either 10K , 5K , [MONEY] [MONEY] Cash or [MONEY] [MONEY] Travel voucher , Call [DATE] , [NUMBER] . [ORGANIZATION] PO Box CR01327BT fixedline Cost 150ppm [TITLE] vary"
0,"CAN I PLEASE COME UP [DATE] IMIN TOWN.DONTMATTER IF URGOIN OUTL8R , JUST REALLYNEED 2DOCD . PLEASE DONTPLEASE DONTIGNORE MYCALLS , U NO THECD ISV.IMPORTANT TOME [NUMBER] 2MORO"
0,I wont . So wat 's wit the guys
0,[PERSON] tried yet and never played original either
0,"Hiya , had a good day ? Have you spoken to since [DATE] [DATE] ?"
0,See ? I thought it all through
0,I 'm at work . Please call
0,get ready to moan and scream : )
0,Oh k : ) why you got job then whats up ?
0,"I don , t think so . You do n't need to be going out that late on a school [TIME] . ESPECIALLY when the [NUMBER] class you have is the [NUMBER] you missed [DATE] [DATE] and probably failed a test in on [DATE]"
0,And popping &lt; # &gt; ibuprofens was no help .
0,"Babe ! How goes that [DURATION] ? What are you doing ? Where are you ? I sip my cappuccino and think of you , my love ... I send a kiss to you from across the sea"
0,Ok .
0,PS U no ur a grown up [DATE] right ?
0,"[LOCATION] got porridge , claypot rice , yam cake , fishhead beehoon ... Either we eat cheap den go cafe n tok or go nydc or somethin ..."
0,I know a few people I can hit up and fuck to the yes
0,Purity of friendship between [NUMBER] is not about smiling after reading the forwarded message . . Its about smiling just by seeing the name . Gud evng
0,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck
0,Oh god . I 'm gon na [ORGANIZATION] nearby cliffs [DATE] .
1,FREE camera phones with linerental from [NUMBER] / [DURATION] with [NUMBER] cross ntwk [DURATION] . [NUMBER] price txt bundle deals also avble . Call [NUMBER] or call2optout/J MF
0,Yup i shd haf ard [NUMBER] pages if i add figures ... Ü all got how many pages ?
0,"Ooh , 4got , i 'm gon na start belly dancing in moseley [SET] [NUMBER] if u want [NUMBER] join me , they have a cafe too ."
0,Thankyou so much for the call . I appreciate your care .
0,Congrats ! Treat pending.i am not on mail for [NUMBER] days.will mail [DATE] thru.Respect mother at home.check mails .
0,I called but no [NUMBER] pick up e phone . I ask both of them already they said ok .
0,Hi my email address has changed [DATE] it is
0,"V-aluable . A-ffectionate . L-oveable . E-ternal . N-oble . T-ruthful . I-ntimate . N-atural . E-namous . Happy "" VALENTINES [DURATION] "" in advance"
0,"Not much , just some textin ' . How bout you ?"
0,Bring it if you got it
0,I 'm in a movie . Call me [NUMBER] wat ?
0,Not sure I have the stomach for it ...
0,Haha ... can ... But i 'm having dinner with my cousin ...
0,"A boy was late [NUMBER] home . His father : "" POWER OF FRNDSHIP """
0,"( And my man carlos is definitely coming by mu [DATE] , no excuses )"
0,soon you will have the real thing [TITLE] ! Do i make you wet ? : )
0,[PERSON] . . pls do me a favour . Pls convey my Birthday wishes to [LOCATION] . Pls . [DATE] is her birthday .
0,"Haha , my legs and neck are killing me and my amigos are hoping to end the [TIME] with a burn , think I could swing by in like [DURATION] [DURATION] ?"
1,"URGENT ! Your [TITLE] No 07xxxxxxxxx won a [MONEY] [MONEY] bonus [TITLE] prize on [DATE] ! this is the [ORDINAL] attempt to reach YOU ! call [NUMBER] ASAP ! BOX97N7QP , 150PPM"
0,Usually the body takes care of it buy making sure it doesnt progress . Can we pls continue this talk on [DATE] .
1,"URGENT !! Your [NUMBER] * Costa [STATE_OR_PROVINCE] Sol Holiday or [MONEY] [DATE] await collection . Call [NUMBER] [DATE] toClaim . SAE , TC s , POBox334 , [CITY] , SK38xh , Cost [MONEY] [MONEY] / pm , Max10mins"
0,"Hmm well , [TIME] [TIME]"
0,Just wanted to say holy shit you guys were n't kidding about this bud
0,"Just gettin a bit arty with my collages at [DATE] [DATE] , well tryin [NUMBER] ne way ! Got a roast in [DURATION] [DURATION] lovely i shall enjoy that !"
0,"This is [NUMBER] of [DURATION] [DURATION] you have a [NUMBER] classes , right ?"
0,"Goodmorning , [DATE] i am late for [DURATION] [DURATION] . Because of back pain ."
0,Ok then i 'll let him noe later n ask him call u tmr ...
0,Prabha . . i 'm soryda . . realy . . frm heart i 'm sory
0,[STATE_OR_PROVINCE] i 'm waliking ard [DATE] ... Do u wan me [NUMBER] buy anything go ur house ?
0,* Will have [NUMBER] more cartons off u and is very pleased with shelves
0,Nice talking to you ! please dont forget my pix :) i want to see all of you ...
1,You have WON a guaranteed [MONEY] [MONEY] cash or a [MONEY] [DATE] prize . To claim [DURATION] prize call our [TITLE] [TITLE] [TITLE] on [NUMBER] between [TIME] Cost 10p
0,But really quite funny lor wat ... Then u shd haf run shorter distance wat ...
0,I notice you like looking in the shit mirror youre turning into a right freak
0,Great . I was getting worried about you . Just know that a wonderful and caring person like you will have only the best in life . Know that u r wonderful and God 's love is yours .
1,"Thanks for your ringtone order , ref number K718 . Your [TITLE] will be charged [MONEY] [MONEY] . Should your tone not arrive please call customer services on [NUMBER]"
0,I prefer my free [DURATION] ... [SET] [SET] [SET] [SET] [SET] oso can ... Ü ask those workin lor ...
0,Alrite jod hows the revision goin ? [PERSON] bin doin a smidgin . N e way u wan na cum over after college?xx
0,If you have belive me . Come to my home .
0,Oh k.k. . where did you take test ?
0,Those were my exact intentions
0,haha but no money leh ... Later got to go for tuition ... Haha and looking for empty slots for driving lessons
0,"Hey ... Thk we juz go accordin to wat we discussed yest lor , except no kb on sun ... Cos there 's nt much lesson to go if we attend kb on sat ..."
0,"K , wen ur free come to my home and also tel vikky i hav sent mail to him also . . Better come [TIME] il be free [DATE] aftr [TIME] [TIME] [TIME] . : - )"
0,Nothing just getting msgs by dis name wit different no 's . .
0,Good Morning plz call me sir
0,What 's your room number again ? Wan na make sure I 'm knocking on the right door
0,"Si.como no ?! listened2the plaid album-quite gd & the new air1 which is hilarious-also bought  braindance  a comp.ofstuff on aphex s ; abel , u hav2hear it!c u sn xxxx"
0,Pls tell nelson that the bb 's are no longer comin . The money i was expecting aint coming
0,"Give her something to drink , if she takes it and does n't vomit then you her temp might drop . If she unmits however let me know ."
0,Think you sent the text to the home phone . That cant display texts . If you still want to send it his number is
0,[SET] [SET] i use to sleep after &lt; # &gt; so only .
0,K I 'll call you when I 'm close
0,U buy newspapers already ?
0,Nope wif my sis lor ... Aft bathing my dog then i can bathe ... Looks like it 's going [NUMBER] rain soon .
0,Boo I 'm on my way to my moms . She 's making tortilla soup . [PERSON]
0,No management puzzeles .
0,How did you find out in a way that did n't include all of these details
1,"Hi ya babe x u 4goten bout me ? ' scammers getting smart . . Though this is a regular vodafone no , if you respond you get further prem rate msg/subscription . Other nos used also . Beware !"
1,Back [NUMBER] work 2morro half term over ! Can U C me 2nite [NUMBER] some sexy passion B4 I have [NUMBER] go back ? Chat [DATE] [NUMBER] Luv DENA Calls [MONEY] [MONEY]
0,will you like to be spoiled ? : )
1,"Thanks for your ringtone order , ref number R836 . Your [TITLE] will be charged [MONEY] [MONEY] . Should your tone not arrive please call customer services on [NUMBER]"
0,I am getting threats from your sales [TITLE] [PERSON] as i raised complaint against him . Its an official message .
0,hope things went well at ' doctors ' ;) reminds me i still need 2go . did u c d little thing i left in the lounge ?
0,Den wat will e schedule b lk on sun ?
0,Lol enjoy role playing much ?
0,Ok . Me watching tv too .
0,"I just lov this line : "" Hurt me with the truth , I do n't mind , i wil tolerat.bcs ur my someone .... . But , Never comfort me with a lie "" gud ni8 and sweet dreams"
0,"Just checked out , heading out to drop off my stuff [DATE]"
0,Here got lots of hair [TITLE] fr [COUNTRY] .
0,Sad story of a Man - [DATE] [DATE] was my b ' [DURATION] . My Wife did ' nt wish me . My Parents forgot n so did my Kids . I went to work . Even my Colleagues did not wish .
0,[STATE_OR_PROVINCE] call you [TIME] ill some ideas .
1,SplashMobile : Choose from [DATE] of [NUMBER] tones [SET] [SET] ! This is a subscrition service with [SET] tones costing [NUMBER] . U have [NUMBER] credit - kick back and ENJOY
0,Did you show him and wot did he say or could u not c him [NUMBER] dust ?
0,It should take about &lt; # &gt; [DURATION]
1,Not heard from U4 a while . Call [NUMBER] rude chat private line [NUMBER] to cum . Wan 2C pics of me gettin shagged then text PIX to [NUMBER] . 2End send STOP [NUMBER] SAM xxx
0,Ok . . [DATE] i am in bus . . If i come soon i will come otherwise [DATE]
0,I cant pick the phone [DATE] [DATE] . Pls send a message
1,< Forwarded from [NUMBER] > FREE entry into our [MONEY] [MONEY] [SET] comp just send the word ENTER to [NUMBER] [DATE] . [NUMBER] T&C [URL]
0,Finish liao ... U ?
1,[NUMBER] FROM [NUMBER] LOST 3POUND HELP
0,Haha i think i did too
0,U know we watchin at lido ?
0,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself . .
0,"Haha awesome , I 've been to 4u a couple times . Who all 's coming ?"
0,Cold . Dont be sad dear
0,Think I could stop by in like [DURATION] [DURATION] or so ? My roommate 's looking to stock up for a trip
0,Is that on the telly ? No its [PERSON] [PERSON] !
0,Love you aathi . . love u lot . .
0,Hello ! How r u ? Im bored . Inever thought id get bored with the tv but I am . Tell me something exciting has happened there ? Anything ! = /
0,Hmm ... Bad news ... Hype park plaza [MONEY] [MONEY] studio taken ... Only left [NUMBER] bedrm - [MONEY] [MONEY] ...
0,"Sorry , I 'll call later in meeting"
0,R ü comin back for dinner ?
0,"I hav almost reached . Call , i m unable to connect u."
0,Whom you waited for [DATE]
0,I reach home safe n sound liao ...
0,"Velly good , yes please !"
0,"Hi , wkend ok but journey terrible . [DURATION] not good as have huge back log of marking to do"
0,I have had [NUMBER] more letters from . I will copy them for you cos [NUMBER] has a message for you . Speak soon
0,[PERSON] knows a guy who sells mids but he 's down in south tampa and I do n't think I could set it up before like [NUMBER]
0,Dont you have message offer
1,Had your [TITLE] [NUMBER] mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited [DATE] calls . Call [TITLE] Upd8 on freefone [NUMBER] or 2StopTx
0,"HEY THERE BABE , HOW U DOIN ? WOT U UP [NUMBER] [NUMBER] LOVE [PERSON] [PERSON]"
0,Remind me how to get there and I shall do so
0,:-( that 's not v romantic !
0,Hello . Damn [DATE] [DATE] thing . I think i have decided to keep this mp3 that doesnt work .
1,You have [NUMBER] new message . Please call [NUMBER] .
0,[STATE_OR_PROVINCE] DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME . WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE [STATE_OR_PROVINCE] A CALL AT HOME . [PERSON] [PERSON]
1,< Forwarded from [NUMBER] > Hi - this is your Mailbox Messaging SMS alert . You have [NUMBER] messages . You have [NUMBER] matches . Please call back on [NUMBER] to retrieve your messages and matches
0,Draw va?i dont think so : )
0,Dont pick up d call when something important is There to tell . [PERSON]
1,"Congrats ! [DURATION] [DURATION] special cinema pass for [NUMBER] is yours . call [NUMBER] [DATE] ! C [MISC] V , Matrix3 , StarWars3 , etc all [NUMBER] FREE ! bx420-ip4-5we . [TIME] [TIME] [TIME] Dont miss out !"
0,Nothin comes to my mind . Ü help me buy hanger lor . Ur laptop not heavy ?
0,"&lt; # &gt; , that 's all ? Guess that 's easy enough"
0,We can make a baby in yo tho
0,Should I tell my friend not to come round til like &lt; # &gt; ish ?
0,Friendship poem : Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear . Gud [NUMBER]
0,Still in the area of the restaurant . [STATE_OR_PROVINCE] try to come back soon
0,"Aight that 'll work , thanks"
1,WIN [DURATION] [DURATION] supply of CDs [NUMBER] a store of ur choice worth [MONEY] [MONEY] & enter our [MONEY] [MONEY] [SET] draw txt MUSIC to [NUMBER] Ts & Cs [URL] [NUMBER] win150ppmx3
